# detector site information
#
# format:
# site_id,site_location_north,site_location_west,
# arm1_orientation,arm2_orientation,arm_length_cm
# site_name,noise_file,whiten_file
#
# Hanford, Washington LIGO Site (initial detector)
# Fred Raab fjr@ligo.caltech.edu 
33 30.56277 90.77425 108.0 198.0 4.e5 LIGO-LA_whitepaper1 noise_whitepaper1.dat whiten_ligo_adv.dat

# White paper curve 2: LIGO-II optimized to detected inspiralling binaries,
#                      as given by Ken Strain in the white paper
# Hanford
34 46.45236 119.40753 36.8 126.8 4.e5 LIGO-WA_whitepaper2 noise_whitepaper2.dat whiten_ligo_adv.dat
# Livingston
35 30.56277 90.77425 108.0 198.0 4.e5 LIGO-LA_whitepaper2 noise_whitepaper2.dat whiten_ligo_adv.dat

# White paper curve 7: LIGO-II in a broad-band configuration, designed to
#                      have good sensitivity from ~50 Hz to several hundred
#                      Hz; as given by Ken Strain in the white paper
# Hanford
36 46.45236 119.40753 36.8 126.8 4.e5 LIGO-WA_whitepaper7 noise_whitepaper7.dat whiten_ligo_adv.dat
# Livingston
37 30.56277 90.77425 108.0 198.0 4.e5 LIGO-LA_whitepaper7 noise_whitepaper7.dat whiten_ligo_adv.dat

# sens270: An earlier version of curve 2 produced by Ken Strain before the
#          final version of the white paper was ready.  Now obsolete; kept
#          to allow historical comparisons.
# Hanford
38 46.45236 119.40753 36.8 126.8 4.e5 LIGO-WA_sens270 noise_sens270.dat whiten_ligo_adv.dat
# Livingston
39 30.56277 90.77425 108.0 198.0 4.e5 LIGO-LA_sens270 noise_sens270.dat whiten_ligo_adv.dat

